id,order_id,item_id,price,quantity,created_at,updated_at,stock_id
42,22,644,600,1,2012-11-29 01:51:44 +0400,2014-10-08 13:31:46 +0400,1
43,22,392,400,1,2012-11-29 01:51:44 +0400,2014-10-08 13:31:46 +0400,1
44,23,978,2500,1,2012-11-29 12:17:21 +0400,2014-10-08 13:31:46 +0400,1
45,24,528,350,1,2012-11-29 15:38:58 +0400,2014-10-08 13:31:46 +0400,1
46,24,564,350,1,2012-11-29 15:38:58 +0400,2014-10-08 13:31:46 +0400,1
47,24,622,300,1,2012-11-29 15:38:58 +0400,2014-10-08 13:31:46 +0400,1
48,24,4,250,1,2012-11-29 15:38:58 +0400,2014-10-08 13:31:46 +0400,1
49,25,333,900,1,2012-11-29 20:25:14 +0400,2014-10-08 13:31:46 +0400,1
50,26,189,800,1,2012-11-30 19:56:29 +0400,2014-10-08 13:31:46 +0400,1
51,27,4,250,1,2012-12-02 23:09:50 +0400,2014-10-08 13:31:46 +0400,1
52,27,503,350,1,2012-12-02 23:09:50 +0400,2014-10-08 13:31:46 +0400,1
53,27,30,400,1,2012-12-02 23:09:50 +0400,2014-10-08 13:31:46 +0400,1
54,27,128,250,1,2012-12-02 23:09:50 +0400,2014-10-08 13:31:46 +0400,1
55,28,311,3000,1,2012-12-03 17:29:59 +0400,2014-10-08 13:31:46 +0400,1
56,29,232,2000,1,2012-12-03 20:04:39 +0400,2014-10-08 13:31:46 +0400,1
57,30,696,1800,1,2012-12-04 00:22:31 +0400,2014-10-08 13:31:46 +0400,1
58,31,264,800,1,2012-12-04 11:38:51 +0400,2014-10-08 13:31:46 +0400,1
59,31,251,600,1,2012-12-04 11:38:51 +0400,2014-10-08 13:31:46 +0400,1
60,31,328,800,1,2012-12-04 11:38:51 +0400,2014-10-08 13:31:46 +0400,1
61,32,231,2000,1,2012-12-05 09:01:17 +0400,2014-10-08 13:31:46 +0400,1
62,32,4,250,2,2012-12-05 09:01:17 +0400,2014-10-08 13:31:46 +0400,1
63,33,232,2000,1,2012-12-05 11:48:28 +0400,2014-10-08 13:31:46 +0400,1
64,34,227,2500,1,2012-12-06 00:28:14 +0400,2014-10-08 13:31:46 +0400,1
65,34,228,3000,1,2012-12-06 00:28:14 +0400,2014-10-08 13:31:46 +0400,1
66,34,229,3000,1,2012-12-06 00:28:14 +0400,2014-10-08 13:31:46 +0400,1
67,34,237,2000,1,2012-12-06 00:28:14 +0400,2014-10-08 13:31:46 +0400,1
68,34,231,2000,1,2012-12-06 00:28:14 +0400,2014-10-08 13:31:46 +0400,1
69,35,573,600,1,2012-12-06 13:20:30 +0400,2014-10-08 13:31:46 +0400,1
70,36,167,4000,1,2012-12-07 11:36:39 +0400,2014-10-08 13:31:46 +0400,1
71,36,965,450,1,2012-12-07 11:36:39 +0400,2014-10-08 13:31:46 +0400,1
72,36,187,450,1,2012-12-07 11:36:39 +0400,2014-10-08 13:31:46 +0400,1
73,37,228,3000,1,2012-12-07 14:19:49 +0400,2014-10-08 13:31:46 +0400,1
74,38,62,600,1,2012-12-07 17:35:28 +0400,2014-10-08 13:31:46 +0400,1
75,38,218,400,1,2012-12-07 17:35:28 +0400,2014-10-08 13:31:46 +0400,1
76,40,196,300,2,2012-12-07 23:47:50 +0400,2014-10-08 13:31:46 +0400,1
77,40,198,300,3,2012-12-07 23:47:50 +0400,2014-10-08 13:31:46 +0400,1
78,41,324,450,1,2012-12-08 02:11:11 +0400,2014-10-08 13:31:46 +0400,1
79,41,10,300,1,2012-12-08 02:11:11 +0400,2014-10-08 13:31:46 +0400,1
80,41,4,250,2,2012-12-08 02:11:11 +0400,2014-10-08 13:31:46 +0400,1
81,41,503,350,1,2012-12-08 02:11:11 +0400,2014-10-08 13:31:46 +0400,1
82,41,3,250,1,2012-12-08 02:11:11 +0400,2014-10-08 13:31:46 +0400,1
83,42,962,2500,1,2012-12-08 16:34:27 +0400,2014-10-08 13:31:46 +0400,1
84,43,1025,400,1,2012-12-09 00:22:12 +0400,2014-10-08 13:31:46 +0400,1
85,43,116,250,1,2012-12-09 00:22:12 +0400,2014-10-08 13:31:46 +0400,1
86,43,3,250,1,2012-12-09 00:22:12 +0400,2014-10-08 13:31:46 +0400,1
87,43,41,400,1,2012-12-09 00:22:12 +0400,2014-10-08 13:31:46 +0400,1
88,43,622,300,1,2012-12-09 00:22:12 +0400,2014-10-08 13:31:46 +0400,1
89,43,10,300,1,2012-12-09 00:22:12 +0400,2014-10-08 13:31:46 +0400,1
90,44,952,800,1,2012-12-09 01:25:35 +0400,2014-10-08 13:31:46 +0400,1
91,44,958,900,1,2012-12-09 01:25:35 +0400,2014-10-08 13:31:46 +0400,1
92,44,503,350,1,2012-12-09 01:25:35 +0400,2014-10-08 13:31:46 +0400,1
93,44,458,450,1,2012-12-09 01:25:35 +0400,2014-10-08 13:31:46 +0400,1
94,44,472,1500,1,2012-12-09 01:25:35 +0400,2014-10-08 13:31:46 +0400,1
95,45,1028,2000,1,2012-12-09 16:03:08 +0400,2014-10-08 13:31:46 +0400,1
96,45,3,250,1,2012-12-09 16:03:08 +0400,2014-10-08 13:31:46 +0400,1
97,46,30,400,1,2012-12-10 11:07:58 +0400,2014-10-08 13:31:46 +0400,1
98,46,41,400,1,2012-12-10 11:07:58 +0400,2014-10-08 13:31:46 +0400,1
99,46,1025,400,1,2012-12-10 11:07:58 +0400,2014-10-08 13:31:46 +0400,1
100,46,35,400,1,2012-12-10 11:07:58 +0400,2014-10-08 13:31:46 +0400,1
101,46,3,250,1,2012-12-10 11:07:58 +0400,2014-10-08 13:31:46 +0400,1
102,47,411,600,1,2012-12-10 11:25:29 +0400,2014-10-08 13:31:46 +0400,1
103,48,335,800,1,2012-12-10 15:04:26 +0400,2014-10-08 13:31:46 +0400,1
104,48,528,350,1,2012-12-10 15:04:26 +0400,2014-10-08 13:31:46 +0400,1
105,49,475,1500,1,2012-12-10 15:27:35 +0400,2014-10-08 13:31:46 +0400,1
106,50,91,900,1,2012-12-10 20:13:05 +0400,2014-10-08 13:31:46 +0400,1
107,50,1021,300,1,2012-12-10 20:13:05 +0400,2014-10-08 13:31:46 +0400,1
108,50,352,1200,2,2012-12-10 20:13:05 +0400,2014-10-08 13:31:46 +0400,1
109,51,999,800,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
110,51,1003,800,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
111,51,993,800,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
112,51,983,800,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
113,51,202,450,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
114,51,898,450,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
115,51,528,350,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
116,51,564,350,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
117,51,475,1500,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
118,51,951,800,1,2012-12-11 14:27:28 +0400,2014-10-08 13:31:46 +0400,1
119,52,4,250,1,2012-12-11 17:42:48 +0400,2014-10-08 13:31:46 +0400,1
120,53,972,2500,1,2012-12-12 11:01:54 +0400,2014-10-08 13:31:46 +0400,1
121,53,1019,350,1,2012-12-12 11:01:54 +0400,2014-10-08 13:31:46 +0400,1
122,54,30,400,1,2012-12-12 11:04:37 +0400,2014-10-08 13:31:46 +0400,1
123,54,947,350,1,2012-12-12 11:04:37 +0400,2014-10-08 13:31:46 +0400,1
124,54,528,350,1,2012-12-12 11:04:37 +0400,2014-10-08 13:31:46 +0400,1
125,54,991,800,1,2012-12-12 11:04:37 +0400,2014-10-08 13:31:46 +0400,1
126,55,1025,400,1,2012-12-12 19:25:59 +0400,2014-10-08 13:31:46 +0400,1
127,55,949,800,1,2012-12-12 19:25:59 +0400,2014-10-08 13:31:46 +0400,1
128,56,1025,400,1,2012-12-13 01:33:34 +0400,2014-10-08 13:31:46 +0400,1
129,56,34,250,1,2012-12-13 01:33:34 +0400,2014-10-08 13:31:46 +0400,1
130,56,35,400,1,2012-12-13 01:33:34 +0400,2014-10-08 13:31:46 +0400,1
131,57,30,400,1,2012-12-13 10:18:07 +0400,2014-10-08 13:31:46 +0400,1
132,57,41,400,1,2012-12-13 10:18:07 +0400,2014-10-08 13:31:46 +0400,1
133,58,988,800,1,2012-12-13 10:52:10 +0400,2014-10-08 13:31:46 +0400,1
134,58,28,400,1,2012-12-13 10:52:10 +0400,2014-10-08 13:31:46 +0400,1
135,59,986,800,1,2012-12-14 09:38:03 +0400,2014-10-08 13:31:46 +0400,1
136,59,30,400,1,2012-12-14 09:38:03 +0400,2014-10-08 13:31:46 +0400,1
137,59,3,250,1,2012-12-14 09:38:03 +0400,2014-10-08 13:31:46 +0400,1
138,59,438,450,1,2012-12-14 09:38:03 +0400,2014-10-08 13:31:46 +0400,1
139,60,4,250,1,2012-12-14 12:23:08 +0400,2014-10-08 13:31:46 +0400,1
140,60,185,150,1,2012-12-14 12:23:08 +0400,2014-10-08 13:31:46 +0400,1
141,60,572,600,1,2012-12-14 12:23:08 +0400,2014-10-08 13:31:46 +0400,1
142,61,229,3000,1,2012-12-14 14:23:51 +0400,2014-10-08 13:31:46 +0400,1
143,62,1006,800,1,2012-12-14 18:18:01 +0400,2014-10-08 13:31:46 +0400,1
144,62,949,800,1,2012-12-14 18:18:01 +0400,2014-10-08 13:31:46 +0400,1
145,62,886,450,1,2012-12-14 18:18:01 +0400,2014-10-08 13:31:46 +0400,1
146,62,982,800,1,2012-12-14 18:18:01 +0400,2014-10-08 13:31:46 +0400,1
147,63,217,300,1,2012-12-15 15:09:58 +0400,2014-10-08 13:31:46 +0400,1
148,63,410,700,1,2012-12-15 15:09:58 +0400,2014-10-08 13:31:46 +0400,1
149,64,232,2000,1,2012-12-16 21:52:28 +0400,2014-10-08 13:31:46 +0400,1
150,65,28,400,2,2012-12-16 22:49:36 +0400,2014-10-08 13:31:46 +0400,1
151,65,29,400,2,2012-12-16 22:49:36 +0400,2014-10-08 13:31:46 +0400,1
152,65,41,400,2,2012-12-16 22:49:36 +0400,2014-10-08 13:31:46 +0400,1
153,65,30,400,2,2012-12-16 22:49:36 +0400,2014-10-08 13:31:46 +0400,1
154,65,806,400,1,2012-12-16 22:49:36 +0400,2014-10-08 13:31:46 +0400,1
155,65,916,600,1,2012-12-16 22:49:36 +0400,2014-10-08 13:31:46 +0400,1
156,65,333,900,1,2012-12-16 22:49:36 +0400,2014-10-08 13:31:46 +0400,1
157,66,970,2500,1,2012-12-17 13:53:27 +0400,2014-10-08 13:31:46 +0400,1
158,66,1021,300,1,2012-12-17 13:53:27 +0400,2014-10-08 13:31:46 +0400,1
159,67,995,800,1,2012-12-17 14:58:19 +0400,2014-10-08 13:31:46 +0400,1
160,67,1027,2000,1,2012-12-17 14:58:19 +0400,2014-10-08 13:31:46 +0400,1
161,68,4,250,1,2012-12-17 17:57:03 +0400,2014-10-08 13:31:46 +0400,1
162,68,947,350,1,2012-12-17 17:57:03 +0400,2014-10-08 13:31:46 +0400,1
163,68,3,250,2,2012-12-17 17:57:03 +0400,2014-10-08 13:31:46 +0400,1
164,69,228,3000,1,2012-12-17 23:53:00 +0400,2014-10-08 13:31:46 +0400,1
165,70,4,250,2,2012-12-18 00:32:29 +0400,2014-10-08 13:31:46 +0400,1
166,71,227,2500,1,2012-12-18 16:31:50 +0400,2014-10-08 13:31:46 +0400,1
167,71,29,400,1,2012-12-18 16:31:50 +0400,2014-10-08 13:31:46 +0400,1
168,71,458,450,1,2012-12-18 16:31:50 +0400,2014-10-08 13:31:46 +0400,1
169,71,35,400,1,2012-12-18 16:31:50 +0400,2014-10-08 13:31:46 +0400,1
170,71,28,400,1,2012-12-18 16:31:50 +0400,2014-10-08 13:31:46 +0400,1
171,71,363,1200,1,2012-12-18 16:31:50 +0400,2014-10-08 13:31:46 +0400,1
172,71,325,450,1,2012-12-18 16:31:50 +0400,2014-10-08 13:31:46 +0400,1
173,71,210,450,1,2012-12-18 16:31:50 +0400,2014-10-08 13:31:47 +0400,1
174,72,934,200,1,2012-12-18 21:04:56 +0400,2014-10-08 13:31:47 +0400,1
175,72,410,700,1,2012-12-18 21:04:56 +0400,2014-10-08 13:31:47 +0400,1
176,73,947,350,1,2012-12-18 22:39:08 +0400,2014-10-08 13:31:47 +0400,1
177,73,28,400,1,2012-12-18 22:39:08 +0400,2014-10-08 13:31:47 +0400,1
178,73,622,300,1,2012-12-18 22:39:08 +0400,2014-10-08 13:31:47 +0400,1
179,74,120,450,1,2012-12-18 23:51:38 +0400,2014-10-08 13:31:47 +0400,1
180,74,944,450,1,2012-12-18 23:51:38 +0400,2014-10-08 13:31:47 +0400,1
181,74,945,450,1,2012-12-18 23:51:38 +0400,2014-10-08 13:31:47 +0400,1
182,75,1025,400,1,2012-12-19 01:55:14 +0400,2014-10-08 13:31:47 +0400,1
183,75,622,300,1,2012-12-19 01:55:14 +0400,2014-10-08 13:31:47 +0400,1
184,76,3,250,1,2012-12-19 11:17:01 +0400,2014-10-08 13:31:47 +0400,1
185,76,4,250,1,2012-12-19 11:17:01 +0400,2014-10-08 13:31:47 +0400,1
186,77,1025,400,1,2012-12-20 01:26:11 +0400,2014-10-08 13:31:47 +0400,1
187,77,3,250,1,2012-12-20 01:26:11 +0400,2014-10-08 13:31:47 +0400,1
188,77,128,250,1,2012-12-20 01:26:11 +0400,2014-10-08 13:31:47 +0400,1
189,77,29,400,2,2012-12-20 01:26:11 +0400,2014-10-08 13:31:47 +0400,1
190,77,35,400,2,2012-12-20 01:26:11 +0400,2014-10-08 13:31:47 +0400,1
191,77,4,250,2,2012-12-20 01:26:11 +0400,2014-10-08 13:31:47 +0400,1
192,78,1046,1200,1,2012-12-20 01:26:16 +0400,2014-10-08 13:31:47 +0400,1
193,79,1021,300,1,2012-12-20 16:49:46 +0400,2014-10-08 13:31:47 +0400,1
194,79,1022,700,1,2012-12-20 16:49:46 +0400,2014-10-08 13:31:47 +0400,1
195,79,228,3000,1,2012-12-20 16:49:46 +0400,2014-10-08 13:31:47 +0400,1
196,79,34,250,1,2012-12-20 16:49:46 +0400,2014-10-08 13:31:47 +0400,1
197,80,1025,400,1,2012-12-20 22:05:42 +0400,2014-10-08 13:31:47 +0400,1
198,80,886,450,1,2012-12-20 22:05:42 +0400,2014-10-08 13:31:47 +0400,1
199,81,747,2500,1,2012-12-20 22:28:56 +0400,2014-10-08 13:31:47 +0400,1
200,82,1025,400,1,2012-12-21 01:32:34 +0400,2014-10-08 13:31:47 +0400,1
201,82,512,450,1,2012-12-21 01:32:34 +0400,2014-10-08 13:31:47 +0400,1
202,82,968,900,1,2012-12-21 01:32:34 +0400,2014-10-08 13:31:47 +0400,1
203,83,951,800,1,2012-12-21 09:33:46 +0400,2014-10-08 13:31:47 +0400,1
204,83,957,900,1,2012-12-21 09:33:46 +0400,2014-10-08 13:31:47 +0400,1
205,83,765,600,1,2012-12-21 09:33:46 +0400,2014-10-08 13:31:47 +0400,1
206,83,622,300,1,2012-12-21 09:33:46 +0400,2014-10-08 13:31:47 +0400,1
207,84,1054,3000,1,2012-12-21 12:18:13 +0400,2014-10-08 13:31:47 +0400,1
208,85,198,300,1,2012-12-21 14:14:05 +0400,2014-10-08 13:31:47 +0400,1
209,85,564,350,1,2012-12-21 14:14:05 +0400,2014-10-08 13:31:47 +0400,1
210,85,34,250,1,2012-12-21 14:14:05 +0400,2014-10-08 13:31:47 +0400,1
211,85,652,800,1,2012-12-21 14:14:05 +0400,2014-10-08 13:31:47 +0400,1
212,85,622,300,1,2012-12-21 14:14:05 +0400,2014-10-08 13:31:47 +0400,1
213,86,431,450,1,2012-12-21 15:25:07 +0400,2014-10-08 13:31:47 +0400,1
214,87,1048,1200,1,2012-12-21 19:00:02 +0400,2014-10-08 13:31:47 +0400,1
215,88,3,250,1,2012-12-21 21:33:37 +0400,2014-10-08 13:31:47 +0400,1
216,88,34,250,1,2012-12-21 21:33:37 +0400,2014-10-08 13:31:47 +0400,1
217,88,514,450,1,2012-12-21 21:33:37 +0400,2014-10-08 13:31:47 +0400,1
218,89,1054,3000,1,2012-12-22 01:57:34 +0400,2014-10-08 13:31:47 +0400,1
219,90,1038,500,1,2012-12-22 19:11:17 +0400,2014-10-08 13:31:47 +0400,1
220,90,870,450,1,2012-12-22 19:11:17 +0400,2014-10-08 13:31:47 +0400,1
221,91,959,2000,1,2012-12-23 10:29:00 +0400,2014-10-08 13:31:47 +0400,1
222,91,114,900,1,2012-12-23 10:29:00 +0400,2014-10-08 13:31:47 +0400,1
223,92,1043,800,1,2012-12-23 23:11:45 +0400,2014-10-08 13:31:47 +0400,1
224,92,352,1200,1,2012-12-23 23:11:45 +0400,2014-10-08 13:31:47 +0400,1
225,92,139,900,1,2012-12-23 23:11:45 +0400,2014-10-08 13:31:47 +0400,1
226,93,573,600,1,2012-12-24 00:54:40 +0400,2014-10-08 13:31:47 +0400,1
227,93,1040,800,1,2012-12-24 00:54:40 +0400,2014-10-08 13:31:47 +0400,1
228,93,628,300,1,2012-12-24 00:54:40 +0400,2014-10-08 13:31:47 +0400,1
229,93,1021,300,1,2012-12-24 00:54:40 +0400,2014-10-08 13:31:47 +0400,1
230,94,228,3000,1,2012-12-24 01:51:58 +0400,2014-10-08 13:31:47 +0400,1
231,95,28,400,1,2012-12-24 10:01:39 +0400,2014-10-08 13:31:47 +0400,1
232,95,29,400,1,2012-12-24 10:01:39 +0400,2014-10-08 13:31:47 +0400,1
233,95,41,400,1,2012-12-24 10:01:39 +0400,2014-10-08 13:31:47 +0400,1
234,95,1030,1500,1,2012-12-24 10:01:39 +0400,2014-10-08 13:31:47 +0400,1
235,96,30,400,1,2012-12-24 12:06:51 +0400,2014-10-08 13:31:47 +0400,1
236,96,28,400,1,2012-12-24 12:06:51 +0400,2014-10-08 13:31:47 +0400,1
237,96,65,300,1,2012-12-24 12:06:51 +0400,2014-10-08 13:31:47 +0400,1
238,97,228,3000,1,2012-12-24 15:51:55 +0400,2014-10-08 13:31:47 +0400,1
239,98,228,3000,1,2012-12-24 16:06:35 +0400,2014-10-08 13:31:47 +0400,1
240,99,1047,1200,1,2012-12-24 17:02:07 +0400,2014-10-08 13:31:47 +0400,1
241,99,949,800,1,2012-12-24 17:02:07 +0400,2014-10-08 13:31:47 +0400,1
242,99,1045,1200,1,2012-12-24 17:02:07 +0400,2014-10-08 13:31:47 +0400,1
243,100,29,400,1,2012-12-24 17:22:51 +0400,2014-10-08 13:31:47 +0400,1
244,100,1044,800,1,2012-12-24 17:22:51 +0400,2014-10-08 13:31:47 +0400,1
245,100,7,300,1,2012-12-24 17:22:51 +0400,2014-10-08 13:31:47 +0400,1
246,100,944,450,1,2012-12-24 17:22:51 +0400,2014-10-08 13:31:47 +0400,1
247,101,24,1200,1,2012-12-24 17:36:57 +0400,2014-10-08 13:31:47 +0400,1
248,102,984,800,1,2012-12-24 17:59:41 +0400,2014-10-08 13:31:47 +0400,1
249,102,29,400,1,2012-12-24 17:59:41 +0400,2014-10-08 13:31:47 +0400,1
250,103,218,400,1,2012-12-24 18:16:36 +0400,2014-10-08 13:31:47 +0400,1
251,103,28,400,3,2012-12-24 18:16:36 +0400,2014-10-08 13:31:47 +0400,1
252,104,29,400,1,2012-12-24 19:36:01 +0400,2014-10-08 13:31:47 +0400,1
253,104,28,400,1,2012-12-24 19:36:01 +0400,2014-10-08 13:31:47 +0400,1
254,104,870,450,1,2012-12-24 19:36:01 +0400,2014-10-08 13:31:47 +0400,1
255,104,352,1200,1,2012-12-24 19:36:01 +0400,2014-10-08 13:31:47 +0400,1
256,104,4,250,1,2012-12-24 19:36:01 +0400,2014-10-08 13:31:47 +0400,1
257,104,459,250,1,2012-12-24 19:36:01 +0400,2014-10-08 13:31:47 +0400,1
258,105,228,3000,1,2012-12-24 22:28:04 +0400,2014-10-08 13:31:47 +0400,1
259,106,30,400,1,2012-12-25 08:29:33 +0400,2014-10-08 13:31:47 +0400,1
260,106,1041,600,1,2012-12-25 08:29:33 +0400,2014-10-08 13:31:47 +0400,1
261,107,28,400,1,2012-12-25 10:35:30 +0400,2014-10-08 13:31:47 +0400,1
262,107,29,400,1,2012-12-25 10:35:30 +0400,2014-10-08 13:31:47 +0400,1
263,107,30,400,1,2012-12-25 10:35:30 +0400,2014-10-08 13:31:47 +0400,1
264,107,4,250,1,2012-12-25 10:35:30 +0400,2014-10-08 13:31:47 +0400,1
265,108,227,2500,1,2012-12-25 13:57:20 +0400,2014-10-08 13:31:47 +0400,1
266,109,65,300,1,2012-12-25 14:36:15 +0400,2014-10-08 13:31:47 +0400,1
267,109,114,900,1,2012-12-25 14:36:15 +0400,2014-10-08 13:31:47 +0400,1
268,110,992,800,1,2012-12-25 16:01:39 +0400,2014-10-08 13:31:47 +0400,1
269,110,998,800,1,2012-12-25 16:01:39 +0400,2014-10-08 13:31:47 +0400,1
270,110,949,800,1,2012-12-25 16:01:39 +0400,2014-10-08 13:31:47 +0400,1
271,110,1053,800,1,2012-12-25 16:01:39 +0400,2014-10-08 13:31:47 +0400,1
272,111,1037,800,1,2012-12-25 16:37:20 +0400,2014-10-08 13:31:47 +0400,1
273,112,1040,800,1,2012-12-25 16:48:30 +0400,2014-10-08 13:31:47 +0400,1
274,112,573,600,1,2012-12-25 16:48:30 +0400,2014-10-08 13:31:47 +0400,1
275,112,28,400,3,2012-12-25 16:48:30 +0400,2014-10-08 13:31:47 +0400,1
276,113,30,400,1,2012-12-25 17:01:46 +0400,2014-10-08 13:31:47 +0400,1
277,113,4,250,1,2012-12-25 17:01:46 +0400,2014-10-08 13:31:47 +0400,1
278,114,944,450,1,2012-12-26 00:19:07 +0400,2014-10-08 13:31:47 +0400,1
279,114,512,450,1,2012-12-26 00:19:07 +0400,2014-10-08 13:31:47 +0400,1
280,115,432,450,1,2012-12-26 16:06:35 +0400,2014-10-08 13:31:47 +0400,1
281,116,228,3000,1,2012-12-26 16:20:57 +0400,2014-10-08 13:31:47 +0400,1
282,116,227,2500,1,2012-12-26 16:20:57 +0400,2014-10-08 13:31:47 +0400,1
283,117,1000,800,1,2012-12-26 20:57:23 +0400,2014-10-08 13:31:47 +0400,1
284,117,4,250,1,2012-12-26 20:57:23 +0400,2014-10-08 13:31:47 +0400,1
285,117,1007,800,1,2012-12-26 20:57:23 +0400,2014-10-08 13:31:47 +0400,1
286,117,1058,800,1,2012-12-26 20:57:23 +0400,2014-10-08 13:31:47 +0400,1
287,118,30,400,1,2012-12-26 21:26:35 +0400,2014-10-08 13:31:47 +0400,1
288,118,29,400,1,2012-12-26 21:26:35 +0400,2014-10-08 13:31:47 +0400,1
289,119,949,800,1,2012-12-26 21:34:20 +0400,2014-10-08 13:31:47 +0400,1
290,119,1025,400,1,2012-12-26 21:34:20 +0400,2014-10-08 13:31:47 +0400,1
291,119,352,1200,1,2012-12-26 21:34:20 +0400,2014-10-08 13:31:47 +0400,1
292,119,890,1250,2,2012-12-26 21:34:20 +0400,2014-10-08 13:31:47 +0400,1
293,120,1026,1200,1,2012-12-26 21:43:12 +0400,2014-10-08 13:31:47 +0400,1
294,121,352,1200,1,2012-12-26 22:47:44 +0400,2014-10-08 13:31:47 +0400,1
295,122,3,250,3,2012-12-26 22:47:57 +0400,2014-10-08 13:31:47 +0400,1
296,123,29,400,1,2012-12-27 10:12:14 +0400,2014-10-08 13:31:47 +0400,1
297,123,28,400,2,2012-12-27 10:12:14 +0400,2014-10-08 13:31:47 +0400,1
298,123,41,400,3,2012-12-27 10:12:14 +0400,2014-10-08 13:31:47 +0400,1
299,123,30,400,2,2012-12-27 10:12:14 +0400,2014-10-08 13:31:47 +0400,1
300,124,65,300,1,2012-12-27 16:07:44 +0400,2014-10-08 13:31:47 +0400,1
301,124,227,2500,1,2012-12-27 16:07:44 +0400,2014-10-08 13:31:47 +0400,1
302,124,3,250,1,2012-12-27 16:07:44 +0400,2014-10-08 13:31:47 +0400,1
303,124,28,400,1,2012-12-27 16:07:44 +0400,2014-10-08 13:31:47 +0400,1
304,125,197,300,1,2012-12-27 16:52:01 +0400,2014-10-08 13:31:47 +0400,1
305,125,3,250,1,2012-12-27 16:52:01 +0400,2014-10-08 13:31:47 +0400,1
306,126,584,900,1,2012-12-28 14:30:23 +0400,2014-10-08 13:31:47 +0400,1
307,126,581,2000,1,2012-12-28 14:30:23 +0400,2014-10-08 13:31:47 +0400,1
